,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type
0,1,290,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
1,1,307,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
2,1,316,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
3,2,302,1,1.6666666666667,1.6666666666667,0.0,0.0,0,0,9
4,2,304,1,1.6666666666667,1.6666666666667,0.0,0.0,0,0,9
5,3,301,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
6,3,306,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
7,4,301,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
8,4,306,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
9,5,298,1,0.5,0.5,0.0,0.0,0,0,9
10,5,299,1,0.5,0.5,0.0,0.0,0,0,9
11,5,310,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
12,6,424,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
13,6,425,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
14,6,456,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
15,7,274,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
16,7,281,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
17,7,283,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
18,8,272,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
19,8,456,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
20,8,474,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
21,8,480,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
22,9,277,1,0.5,0.5,0.0,0.0,0,0,9
23,10,205,1,0.41666666666667,0.41666666666667,0.0,0.0,0,0,9
24,10,206,1,0.41666666666667,0.41666666666667,0.0,0.0,0,0,9
25,10,214,1,0.41666666666667,0.41666666666667,0.0,0.0,0,0,9
26,11,206,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
27,11,207,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
28,12,210,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
29,12,217,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
30,12,222,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
31,13,208,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
32,13,211,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
33,13,224,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
34,14,244,1,0.58333333333333,0.58333333333333,0.0,0.0,0,0,9
35,15,228,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
36,15,533,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
37,15,538,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
38,16,601,1,1.0,1.0,0.0,0.0,0,0,9
39,16,602,1,1.0,1.0,0.0,0.0,0,0,9
40,17,597,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
41,17,608,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
42,17,621,1,0.66666666666667,0.66666666666667,0.0,0.0,0,0,9
43,18,914,1,0.91666666666667,0.91666666666667,0.0,0.0,0,0,9
44,18,937,1,0.91666666666667,0.91666666666667,0.0,0.0,0,0,9
45,18,938,1,0.91666666666667,0.91666666666667,0.0,0.0,0,0,9
46,18,946,1,0.91666666666667,0.91666666666667,0.0,0.0,0,0,9
47,19,617,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
48,19,919,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
49,19,931,1,0.83333333333333,0.83333333333333,0.0,0.0,0,0,9
50,20,916,1,0.75,0.75,0.0,0.0,0,0,9
51,21,915,1,0.5,0.5,0.0,0.0,0,0,9
52,21,943,1,0.5,0.5,0.0,0.0,0,0,9
53,22,831,1,1.1666666666667,1.1666666666667,0.0,0.0,0,0,9
54,23,823,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
55,23,835,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
56,23,836,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
57,23,839,1,1.0833333333333,1.0833333333333,0.0,0.0,0,0,9
58,24,827,1,1.1666666666667,1.1666666666667,0.0,0.0,0,0,9
59,24,838,1,1.1666666666667,1.1666666666667,0.0,0.0,0,0,9
60,24,855,1,1.1666666666667,1.1666666666667,0.0,0.0,0,0,9
61,25,821,1,1.25,1.25,0.0,0.0,0,0,9
62,25,841,1,1.25,1.25,0.0,0.0,0,0,9
63,25,849,1,1.25,1.25,0.0,0.0,0,0,9
