,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type
0,1,854,1,0.78000001907349,0.78000001907349,0.0,0.0,0,0,1
1,1,870,1,1.3800000190735,1.3800000190735,0.0,0.0,0,0,1
2,2,893,1,0.42000002861023,0.42000002861023,0.0,0.0,0,0,1
3,2,934,1,1.3200000762939,1.3200000762939,0.0,0.0,0,0,1
4,2,938,1,0.42000002861023,0.42000002861023,0.0,0.0,0,0,1
5,3,909,1,0.6,0.6,0.0,0.0,0,0,1
6,3,911,1,2.0400001525879,2.0400001525879,0.0,0.0,0,0,1
7,3,923,1,1.3200000762939,1.3200000762939,0.0,0.0,0,0,1
8,3,929,1,1.5000000953674,1.5000000953674,0.0,0.0,0,0,1
9,4,902,1,1.6800001144409,1.6800001144409,0.0,0.0,0,0,1
10,4,917,1,0.54000000953674,0.54000000953674,0.0,0.0,0,0,1
11,4,919,1,0.9,0.9,0.0,0.0,0,0,1
12,4,920,1,0.6,0.6,0.0,0.0,0,0,1
13,4,932,1,1.0800000190735,1.0800000190735,0.0,0.0,0,0,1
14,5,1009,1,0.6,0.6,0.0,0.0,0,0,1
15,5,1010,1,2.2800001144409,2.2800001144409,0.0,0.0,0,0,1
16,5,1029,1,0.84000005722046,0.84000005722046,0.0,0.0,0,0,1
17,6,992,1,0.42000002861023,0.42000002861023,0.0,0.0,0,0,1
18,6,1008,1,1.6200000762939,1.6200000762939,0.0,0.0,0,0,1
19,6,1018,1,0.66000003814697,0.66000003814697,0.0,0.0,0,0,1
20,7,970,1,0.96000003814697,0.96000003814697,0.0,0.0,0,0,1
21,7,971,1,0.78000001907349,0.78000001907349,0.0,0.0,0,0,1
22,7,972,1,0.72000002861023,0.72000002861023,0.0,0.0,0,0,1
23,7,973,1,0.9,0.9,0.0,0.0,0,0,1
24,7,974,1,1.0800000190735,1.0800000190735,0.0,0.0,0,0,1
25,8,996,1,0.54000000953674,0.54000000953674,0.0,0.0,0,0,1
26,8,1012,1,0.78000001907349,0.78000001907349,0.0,0.0,0,0,1
27,9,840,1,0.36000001430511,0.36000001430511,0.0,0.0,0,0,1
28,10,535,1,1.0400000254313,1.0400000254313,0.0,0.0,0,0,1
29,10,839,1,1.5200000762939,1.5200000762939,0.0,0.0,0,0,1
30,11,166,1,1.5600001017253,1.5600001017253,0.0,0.0,0,0,1
31,11,200,1,1.5600001017253,1.5600001017253,0.0,0.0,0,0,1
32,12,167,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
33,12,199,1,1.2,1.2,0.0,0.0,0,0,1
34,13,170,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
35,14,169,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
36,14,191,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
37,14,197,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
38,15,171,1,0.68000005086263,0.68000005086263,0.0,0.0,0,0,1
39,15,189,1,0.24000000953674,0.24000000953674,0.0,0.0,0,0,1
40,16,195,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
41,16,224,1,1.3200000762939,1.3200000762939,0.0,0.0,0,0,1
42,17,173,1,2.4400001525879,2.4400001525879,0.0,0.0,0,0,1
43,17,187,1,2.4400001525879,2.4400001525879,0.0,0.0,0,0,1
44,18,174,1,1.6800000508626,1.6800000508626,0.0,0.0,0,0,1
45,18,186,1,2.4400001525879,2.4400001525879,0.0,0.0,0,0,1
46,19,190,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
47,19,220,1,1.2800000508626,1.2800000508626,0.0,0.0,0,0,1
48,20,177,1,2.1600001017253,2.1600001017253,0.0,0.0,0,0,1
49,20,183,1,2.5200002034505,2.5200002034505,0.0,0.0,0,0,1
50,21,182,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
51,21,213,1,3.7600001017253,3.7600001017253,0.0,0.0,0,0,1
52,22,262,1,0.68000005086263,0.68000005086263,0.0,0.0,0,0,1
53,23,278,1,0.56000003814697,0.56000003814697,0.0,0.0,0,0,1
54,24,266,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
55,24,277,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
56,25,212,1,0.8,0.8,0.0,0.0,0,0,1
57,25,354,1,2.6400001525879,2.6400001525879,0.0,0.0,0,0,1
58,26,260,1,0.52000001271566,0.52000001271566,0.0,0.0,0,0,1
59,27,285,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
60,28,225,1,1.4800000508626,1.4800000508626,0.0,0.0,0,0,1
61,28,238,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
62,29,230,1,0.52000001271566,0.52000001271566,0.0,0.0,0,0,1
63,30,240,1,1.0400000254313,1.0400000254313,0.0,0.0,0,0,1
64,30,245,1,3.9200002034505,3.9200002034505,0.0,0.0,0,0,1
65,31,237,1,3.8000002543132,3.8000002543132,0.0,0.0,0,0,1
66,31,239,1,1.6400000254313,1.6400000254313,0.0,0.0,0,0,1
67,32,243,1,0.52000001271566,0.52000001271566,0.0,0.0,0,0,1
68,33,273,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
69,33,274,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
70,33,294,1,0.96000003814697,0.96000003814697,0.0,0.0,0,0,1
71,33,295,1,1.2,1.2,0.0,0.0,0,0,1
72,34,272,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
73,35,293,1,0.56000003814697,0.56000003814697,0.0,0.0,0,0,1
74,36,300,1,0.6,0.6,0.0,0.0,0,0,1
75,37,305,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
76,38,289,1,2.5600001017253,2.5600001017253,0.0,0.0,0,0,1
77,38,336,1,2.9600001017253,2.9600001017253,0.0,0.0,0,0,1
78,38,340,1,2.5600001017253,2.5600001017253,0.0,0.0,0,0,1
79,38,341,1,2.9600001017253,2.9600001017253,0.0,0.0,0,0,1
80,39,327,1,0.56000003814697,0.56000003814697,0.0,0.0,0,0,1
81,40,329,1,0.6,0.6,0.0,0.0,0,0,1
82,41,311,1,0.48000001907349,0.48000001907349,0.0,0.0,0,0,1
83,42,312,1,1.5200000762939,1.5200000762939,0.0,0.0,0,0,1
84,42,313,1,1.3200000762939,1.3200000762939,0.0,0.0,0,0,1
85,43,332,1,0.92000001271566,0.92000001271566,0.0,0.0,0,0,1
86,44,319,1,1.7600001017253,1.7600001017253,0.0,0.0,0,0,1
87,45,339,1,1.6800000508626,1.6800000508626,0.0,0.0,0,0,1
88,46,321,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
89,46,334,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
90,47,360,1,0.4,0.4,0.0,0.0,0,0,1
91,47,361,1,0.4,0.4,0.0,0.0,0,0,1
92,47,362,1,1.2,1.2,0.0,0.0,0,0,1
93,48,376,1,0.72000001271566,0.72000001271566,0.0,0.0,0,0,1
94,49,447,1,0.44000002543132,0.44000002543132,0.0,0.0,0,0,1
95,50,378,1,1.5200000762939,1.5200000762939,0.0,0.0,0,0,1
96,51,377,1,1.4800000508626,1.4800000508626,0.0,0.0,0,0,1
97,51,382,1,1.0000000635783,1.0000000635783,0.0,0.0,0,0,1
98,52,383,1,1.0800000508626,1.0800000508626,0.0,0.0,0,0,1
99,52,443,1,0.92000001271566,0.92000001271566,0.0,0.0,0,0,1
100,52,444,1,1.4,1.4,0.0,0.0,0,0,1
101,52,446,1,1.3600001017253,1.3600001017253,0.0,0.0,0,0,1
102,53,405,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
103,54,394,1,1.3600001017253,1.3600001017253,0.0,0.0,0,0,1
104,54,400,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
105,54,404,1,0.96000003814697,0.96000003814697,0.0,0.0,0,0,1
106,55,395,1,1.3200000762939,1.3200000762939,0.0,0.0,0,0,1
107,55,434,1,3.8000002543132,3.8000002543132,0.0,0.0,0,0,1
108,55,1035,1,1.1600001017253,1.1600001017253,0.0,0.0,0,0,1
109,56,393,1,1.6800000508626,1.6800000508626,0.0,0.0,0,0,1
110,56,435,1,3.4000002543132,3.4000002543132,0.0,0.0,0,0,1
111,57,406,1,0.88000005086263,0.88000005086263,0.0,0.0,0,0,1
112,58,407,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
113,58,432,1,5.2800003051758,5.2800003051758,0.0,0.0,0,0,1
114,58,1035,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
115,59,412,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
116,59,413,1,0.92000001271566,0.92000001271566,0.0,0.0,0,0,1
117,60,481,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
118,61,477,1,1.1200000762939,1.1200000762939,0.0,0.0,0,0,1
119,62,420,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
120,62,421,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
121,63,411,1,0.44000002543132,0.44000002543132,0.0,0.0,0,0,1
122,63,418,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
123,63,429,1,2.2800000508626,2.2800000508626,0.0,0.0,0,0,1
124,64,418,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
125,64,419,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
126,65,426,1,1.0000000635783,1.0000000635783,0.0,0.0,0,0,1
127,66,453,1,0.92000001271566,0.92000001271566,0.0,0.0,0,0,1
128,66,454,1,0.76000003814697,0.76000003814697,0.0,0.0,0,0,1
129,66,1034,1,1.4400000254313,1.4400000254313,0.0,0.0,0,0,1
130,67,441,1,1.0000000635783,1.0000000635783,0.0,0.0,0,0,1
131,68,465,1,0.48000001907349,0.48000001907349,0.0,0.0,0,0,1
132,69,456,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
133,70,468,1,0.6,0.6,0.0,0.0,0,0,1
134,70,473,1,0.84000002543132,0.84000002543132,0.0,0.0,0,0,1
135,71,467,1,1.0000000635783,1.0000000635783,0.0,0.0,0,0,1
136,71,472,1,1.9600001017253,1.9600001017253,0.0,0.0,0,0,1
137,72,462,1,0.44000002543132,0.44000002543132,0.0,0.0,0,0,1
138,73,457,1,1.2,1.2,0.0,0.0,0,0,1
139,73,464,1,1.8800000508626,1.8800000508626,0.0,0.0,0,0,1
140,74,483,1,1.0800000508626,1.0800000508626,0.0,0.0,0,0,1
